,Country,NOC,Region,Year,Per Capita GDP,Total Medals,Population,lat,lon
627,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2006,2099.229435,22,1311020000,35.000074,104.999927
628,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2008,3468.304602,385,1324655000,35.000074,104.999927
629,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2010,4550.453108,40,1337705000,35.000074,104.999927
630,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2012,6316.918318,277,1350695000,35.000074,104.999927
631,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2014,7678.599486,22,1364270000,35.000074,104.999927
632,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2016,8147.937705,235,1378665000,35.000074,104.999927
646,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1964,137.6297641,0,5643039,4.6125522,13.1535811
647,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1968,168.7021488,2,6201410,4.6125522,13.1535811
648,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1972,218.1760536,0,6867170,4.6125522,13.1535811
649,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1976,378.1236216,0,7664398,4.6125522,13.1535811
650,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1980,774.1852434,0,8621409,4.6125522,13.1535811
651,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1984,749.3390662,1,9757849,4.6125522,13.1535811
652,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1988,1104.793753,0,11075423,4.6125522,13.1535811
653,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1992,965.7807389,0,12499499,4.6125522,13.1535811
654,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,1996,738.2003956,0,13970812,4.6125522,13.1535811
655,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,2000,651.6102592,54,15513944,4.6125522,13.1535811
656,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,2002,711.2293537,0,16357605,4.6125522,13.1535811
657,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,2004,1011.756406,3,17259322,4.6125522,13.1535811
658,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,2008,1377.298635,3,19252674,4.6125522,13.1535811
659,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,2012,1354.54555,0,21485267,4.6125522,13.1535811
660,Cameroon,CMR,SUB-SAHARAN AFRICA                 ,2016,1364.32954,0,23926549,4.6125522,13.1535811
661,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,1968,206.7149511,0,18913874,-2.9814344,23.8222636
662,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,1984,269.8427243,0,29119663,-2.9814344,23.8222636
663,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,1988,273.1278194,0,32443784,-2.9814344,23.8222636
664,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,1992,220.3680073,0,37333917,-2.9814344,23.8222636
665,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,1996,134.9951648,0,42757239,-2.9814344,23.8222636
666,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,2000,405.2162186,0,47105830,-2.9814344,23.8222636
667,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,2004,194.0400026,0,53068869,-2.9814344,23.8222636
668,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,2008,327.5637218,0,60411195,-2.9814344,23.8222636
669,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,2012,424.6003738,0,69020749,-2.9814344,23.8222636
670,Democratic Republic of the Congo,COD,SUB-SAHARAN AFRICA                 ,2016,471.3188225,0,78789130,-2.9814344,23.8222636
684,Colombia,COL,LATIN AMER. & CARIB    ,1960,251.0415229,0,16057714,4.099917,-72.9088133
685,Colombia,COL,LATIN AMER. & CARIB    ,1964,328.6550321,0,18175187,4.099917,-72.9088133
686,Colombia,COL,LATIN AMER. & CARIB    ,1968,292.2574962,0,20393704,4.099917,-72.9088133
687,Colombia,COL,LATIN AMER. & CARIB    ,1972,385.1125208,4,22516429,4.099917,-72.9088133
688,Colombia,COL,LATIN AMER. & CARIB    ,1976,623.4289691,0,24608102,4.099917,-72.9088133
689,Colombia,COL,LATIN AMER. & CARIB    ,1980,1241.639587,0,26900508,4.099917,-72.9088133
690,Colombia,COL,LATIN AMER. & CARIB    ,1984,1304.177177,2,29331230,4.099917,-72.9088133
691,Colombia,COL,LATIN AMER. & CARIB    ,1988,1232.226154,1,31822527,4.099917,-72.9088133
692,Colombia,COL,LATIN AMER. & CARIB    ,1992,1697.112936,1,34422568,4.099917,-72.9088133
693,Colombia,COL,LATIN AMER. & CARIB    ,1996,2620.538762,0,37076387,4.099917,-72.9088133
694,Colombia,COL,LATIN AMER. & CARIB    ,2000,2520.481089,3,39629965,4.099917,-72.9088133
695,Colombia,COL,LATIN AMER. & CARIB    ,2004,2782.623185,2,42075953,4.099917,-72.9088133
696,Colombia,COL,LATIN AMER. & CARIB    ,2008,5472.53653,3,44254972,4.099917,-72.9088133
697,Colombia,COL,LATIN AMER. & CARIB    ,2010,6336.709474,0,45222699,4.099917,-72.9088133
698,Colombia,COL,LATIN AMER. & CARIB    ,2012,8050.255372,13,46075721,4.099917,-72.9088133
699,Colombia,COL,LATIN AMER. & CARIB    ,2016,5870.777957,16,48175048,4.099917,-72.9088133
700,Comoros,COM,SUB-SAHARAN AFRICA                 ,1996,810.5475521,0,488625,-12.2045176,44.2832964
701,Comoros,COM,SUB-SAHARAN AFRICA                 ,2000,647.4258118,0,542358,-12.2045176,44.2832964
702,Comoros,COM,SUB-SAHARAN AFRICA                 ,2004,1061.075548,0,597230,-12.2045176,44.2832964
703,Comoros,COM,SUB-SAHARAN AFRICA                 ,2008,1393.216032,0,657227,-12.2045176,44.2832964
704,Comoros,COM,SUB-SAHARAN AFRICA                 ,2012,1403.360421,0,723865,-12.2045176,44.2832964
705,Comoros,COM,SUB-SAHARAN AFRICA                 ,2016,1273.05092,0,795597,-12.2045176,44.2832964
706,Cape Verde,CPV,SUB-SAHARAN AFRICA                 ,1996,1269.120577,0,395533,16.0000552,-24.0083947
707,Cape Verde,CPV,SUB-SAHARAN AFRICA                 ,2000,1259.353067,0,428178,16.0000552,-24.0083947
708,Cape Verde,CPV,SUB-SAHARAN AFRICA                 ,2004,2024.266381,0,456619,16.0000552,-24.0083947
709,Cape Verde,CPV,SUB-SAHARAN AFRICA                 ,2008,3721.219993,0,480846,16.0000552,-24.0083947
710,Cape Verde,CPV,SUB-SAHARAN AFRICA                 ,2012,3447.4831,0,505241,16.0000552,-24.0083947
711,Cape Verde,CPV,SUB-SAHARAN AFRICA                 ,2016,3130.998753,0,531140,16.0000552,-24.0083947
754,Cuba,CUB,LATIN AMER. & CARIB    ,1972,901.3671044,29,9025347,23.0131338,-80.8328748
755,Cuba,CUB,LATIN AMER. & CARIB    ,1976,1443.302433,40,9554186,23.0131338,-80.8328748
756,Cuba,CUB,LATIN AMER. & CARIB    ,1980,2021.724635,43,9849457,23.0131338,-80.8328748
757,Cuba,CUB,LATIN AMER. & CARIB    ,1992,2057.103595,166,10736386,23.0131338,-80.8328748
758,Cuba,CUB,LATIN AMER. & CARIB    ,1996,2286.929054,137,10939285,23.0131338,-80.8328748
759,Cuba,CUB,LATIN AMER. & CARIB    ,2000,2747.100303,136,11126423,23.0131338,-80.8328748
760,Cuba,CUB,LATIN AMER. & CARIB    ,2004,3395.710843,134,11250369,23.0131338,-80.8328748
761,Cuba,CUB,LATIN AMER. & CARIB    ,2008,5411.269492,85,11236975,23.0131338,-80.8328748
762,Cuba,CUB,LATIN AMER. & CARIB    ,2012,6497.314764,27,11257112,23.0131338,-80.8328748
763,Cuba,CUB,LATIN AMER. & CARIB    ,2016,8060.796598,23,11335108,23.0131338,-80.8328748
764,Cyprus,CYP,MIDDLE EAST                          ,1980,4232.022939,0,685408,34.9823018,33.1451285
765,Cyprus,CYP,MIDDLE EAST                          ,1984,4258.743589,0,697715,34.9823018,33.1451285
766,Cyprus,CYP,MIDDLE EAST                          ,1988,7645.629767,0,736476,34.9823018,33.1451285
767,Cyprus,CYP,MIDDLE EAST                          ,1992,11310.07192,0,800610,34.9823018,33.1451285
768,Cyprus,CYP,MIDDLE EAST                          ,1994,11617.69278,0,837104,34.9823018,33.1451285
769,Cyprus,CYP,MIDDLE EAST                          ,1996,15139.22613,0,873426,34.9823018,33.1451285
770,Cyprus,CYP,MIDDLE EAST                          ,1998,15092.82625,0,908710,34.9823018,33.1451285
771,Cyprus,CYP,MIDDLE EAST                          ,2000,14388.34806,0,943288,34.9823018,33.1451285
772,Cyprus,CYP,MIDDLE EAST                          ,2002,16093.21461,0,976968,34.9823018,33.1451285
773,Cyprus,CYP,MIDDLE EAST                          ,2004,23792.62136,0,1010410,34.9823018,33.1451285
774,Cyprus,CYP,MIDDLE EAST                          ,2006,26729.3234,0,1045508,34.9823018,33.1451285
775,Cyprus,CYP,MIDDLE EAST                          ,2008,35397.36368,0,1081568,34.9823018,33.1451285
776,Cyprus,CYP,MIDDLE EAST                          ,2010,31023.63833,0,1112617,34.9823018,33.1451285
777,Cyprus,CYP,MIDDLE EAST                          ,2012,28912.15694,2,1135046,34.9823018,33.1451285
778,Cyprus,CYP,MIDDLE EAST                          ,2014,27163.33297,0,1152297,34.9823018,33.1451285
779,Cyprus,CYP,MIDDLE EAST                          ,2016,24605.92083,0,1170189,34.9823018,33.1451285
780,Czech Republic,CZE,EASTERN EUROPE                     ,1994,4630.551217,0,10333587,49.8167003,15.4749544
781,Czech Republic,CZE,EASTERN EUROPE                     ,1996,6532.837055,26,10315241,49.8167003,15.4749544
782,Czech Republic,CZE,EASTERN EUROPE                     ,1998,6489.703619,66,10294373,49.8167003,15.4749544
783,Czech Republic,CZE,EASTERN EUROPE                     ,2000,6029.038193,16,10255063,49.8167003,15.4749544
784,Czech Republic,CZE,EASTERN EUROPE                     ,2002,8060.868703,7,10196916,49.8167003,15.4749544
785,Czech Republic,CZE,EASTERN EUROPE                     ,2004,11749.85266,21,10197101,49.8167003,15.4749544
786,Czech Republic,CZE,EASTERN EUROPE                     ,2006,15261.79759,31,10238905,49.8167003,15.4749544
787,Czech Republic,CZE,EASTERN EUROPE                     ,2008,22804.57768,17,10384603,49.8167003,15.4749544
788,Czech Republic,CZE,EASTERN EUROPE                     ,2010,19960.06849,13,10474410,49.8167003,15.4749544
789,Czech Republic,CZE,EASTERN EUROPE                     ,2012,19870.80121,26,10510785,49.8167003,15.4749544
790,Czech Republic,CZE,EASTERN EUROPE                     ,2014,19890.91991,22,10525347,49.8167003,15.4749544
791,Czech Republic,CZE,EASTERN EUROPE                     ,2016,18575.23203,19,10566332,49.8167003,15.4749544
827,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,1988,748.2037355,1,528993,11.8145966,42.8453061
828,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,1992,777.2673846,0,615050,11.8145966,42.8453061
829,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,1996,767.5062771,0,643649,11.8145966,42.8453061
830,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,2000,768.1835703,0,717577,11.8145966,42.8453061
831,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,2008,1223.852363,0,816361,11.8145966,42.8453061
832,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,2012,1559.240651,0,868136,11.8145966,42.8453061
833,Djibouti,DJI,SUB-SAHARAN AFRICA                 ,2016,2802.181971,0,929117,11.8145966,42.8453061
834,Dominica,DMA,LATIN AMER. & CARIB    ,1996,4120.581185,0,70933,19.0974031,-70.3028026
835,Dominica,DMA,LATIN AMER. & CARIB    ,2000,4787.801441,0,69650,19.0974031,-70.3028026
836,Dominica,DMA,LATIN AMER. & CARIB    ,2004,5216.872434,0,70387,19.0974031,-70.3028026
837,Dominica,DMA,LATIN AMER. & CARIB    ,2008,6468.944767,0,70829,19.0974031,-70.3028026
838,Dominica,DMA,LATIN AMER. & CARIB    ,2012,6849.455933,0,70954,19.0974031,-70.3028026
839,Dominica,DMA,LATIN AMER. & CARIB    ,2014,7317.486143,0,71091,19.0974031,-70.3028026
840,Dominica,DMA,LATIN AMER. & CARIB    ,2016,8080.968623,0,71307,19.0974031,-70.3028026
841,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1964,272.9748001,0,3757123,19.0974031,-70.3028026
842,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1968,254.0517978,0,4247559,19.0974031,-70.3028026
843,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1972,417.9192609,0,4755464,19.0974031,-70.3028026
844,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1976,748.9906207,0,5275767,19.0974031,-70.3028026
845,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1980,1164.952225,0,5803929,19.0974031,-70.3028026
846,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1984,1831.086459,1,6331760,19.0974031,-70.3028026
847,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1988,783.0354013,0,6863438,19.0974031,-70.3028026
848,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1992,1566.529623,0,7408339,19.0974031,-70.3028026
849,Dominican Republic,DOM,LATIN AMER. & CARIB    ,1996,2293.754381,0,7952766,19.0974031,-70.3028026
850,Dominican Republic,DOM,LATIN AMER. & CARIB    ,2000,2869.178139,0,8471317,19.0974031,-70.3028026
851,Dominican Republic,DOM,LATIN AMER. & CARIB    ,2004,2487.329061,3,8974444,19.0974031,-70.3028026
852,Dominican Republic,DOM,LATIN AMER. & CARIB    ,2008,5087.983213,5,9458079,19.0974031,-70.3028026
853,Dominican Republic,DOM,LATIN AMER. & CARIB    ,2012,6110.366576,5,9930916,19.0974031,-70.3028026
854,Dominican Republic,DOM,LATIN AMER. & CARIB    ,2016,7280.88361,1,10397738,19.0974031,-70.3028026
856,Ecuador,ECU,LATIN AMER. & CARIB    ,1968,450.9995515,0,5725462,-1.3397668,-79.3666965
857,Ecuador,ECU,LATIN AMER. & CARIB    ,1972,495.5359182,0,6429377,-1.3397668,-79.3666965
858,Ecuador,ECU,LATIN AMER. & CARIB    ,1976,1264.911641,0,7187794,-1.3397668,-79.3666965
859,Ecuador,ECU,LATIN AMER. & CARIB    ,1980,2238.217084,0,7989178,-1.3397668,-79.3666965
860,Ecuador,ECU,LATIN AMER. & CARIB    ,1984,1912.431271,0,8843463,-1.3397668,-79.3666965
861,Ecuador,ECU,LATIN AMER. & CARIB    ,1988,1337.889895,0,9755576,-1.3397668,-79.3666965
862,Ecuador,ECU,LATIN AMER. & CARIB    ,1992,1688.504752,0,10716131,-1.3397668,-79.3666965
863,Ecuador,ECU,LATIN AMER. & CARIB    ,1996,2155.51815,3,11703169,-1.3397668,-79.3666965
864,Ecuador,ECU,LATIN AMER. & CARIB    ,2000,1445.279324,0,12681123,-1.3397668,-79.3666965
865,Ecuador,ECU,LATIN AMER. & CARIB    ,2004,2691.277685,0,13596390,-1.3397668,-79.3666965
866,Ecuador,ECU,LATIN AMER. & CARIB    ,2008,4249.01897,2,14535740,-1.3397668,-79.3666965
867,Ecuador,ECU,LATIN AMER. & CARIB    ,2012,5682.046108,0,15474099,-1.3397668,-79.3666965
868,Ecuador,ECU,LATIN AMER. & CARIB    ,2016,6060.092962,0,16491116,-1.3397668,-79.3666965
878,Egypt,EGY,NORTHERN AFRICA                    ,1968,180.4108537,0,32881852,26.2540493,29.2675469
879,Egypt,EGY,NORTHERN AFRICA                    ,1972,257.5886508,0,36102670,26.2540493,29.2675469
880,Egypt,EGY,NORTHERN AFRICA                    ,1976,337.7743689,0,39422731,26.2540493,29.2675469
881,Egypt,EGY,NORTHERN AFRICA                    ,1984,708.1957476,2,47968643,26.2540493,29.2675469
882,Egypt,EGY,NORTHERN AFRICA                    ,1988,655.0678055,0,53399243,26.2540493,29.2675469
883,Egypt,EGY,NORTHERN AFRICA                    ,1992,713.4525483,0,58666812,26.2540493,29.2675469
884,Egypt,EGY,NORTHERN AFRICA                    ,1996,1063.333044,0,63601632,26.2540493,29.2675469
885,Egypt,EGY,NORTHERN AFRICA                    ,2000,1450.476242,0,68831561,26.2540493,29.2675469
886,Egypt,EGY,NORTHERN AFRICA                    ,2004,1062.158092,8,74172073,26.2540493,29.2675469
887,Egypt,EGY,NORTHERN AFRICA                    ,2008,2044.527804,1,79636081,26.2540493,29.2675469
888,Egypt,EGY,NORTHERN AFRICA                    ,2012,3229.68563,4,86422240,26.2540493,29.2675469
889,Egypt,EGY,NORTHERN AFRICA                    ,2016,3519.87324,3,94447071,26.2540493,29.2675469
890,Eritrea,ERI,SUB-SAHARAN AFRICA                 ,2000,308.1341868,0,2292413,15.9500319,37.9999668
891,Eritrea,ERI,SUB-SAHARAN AFRICA                 ,2004,407.769077,1,2719809,15.9500319,37.9999668
892,Eritrea,ERI,SUB-SAHARAN AFRICA                 ,2008,450.6323989,0,3062782,15.9500319,37.9999668
916,Spain,ESP,WESTERN EUROPE                     ,1960,396.3922533,14,30455000,39.3260685,-4.8379791
917,Spain,ESP,WESTERN EUROPE                     ,1964,675.2416391,0,31609195,39.3260685,-4.8379791
918,Spain,ESP,WESTERN EUROPE                     ,1968,950.5457406,0,33113134,39.3260685,-4.8379791
919,Spain,ESP,WESTERN EUROPE                     ,1972,1708.808629,4,34604469,39.3260685,-4.8379791
920,Spain,ESP,WESTERN EUROPE                     ,1976,3279.312671,12,36137812,39.3260685,-4.8379791
921,Spain,ESP,WESTERN EUROPE                     ,1980,6208.578019,47,37491165,39.3260685,-4.8379791
922,Spain,ESP,WESTERN EUROPE                     ,1984,4489.988939,37,38330364,39.3260685,-4.8379791
923,Spain,ESP,WESTERN EUROPE                     ,1988,9703.123838,9,38766939,39.3260685,-4.8379791
924,Spain,ESP,WESTERN EUROPE                     ,1992,16112.18892,185,39157685,39.3260685,-4.8379791
925,Spain,ESP,WESTERN EUROPE                     ,1994,13415.287,0,39549108,39.3260685,-4.8379791
926,Spain,ESP,WESTERN EUROPE                     ,1996,16109.0844,133,39889852,39.3260685,-4.8379791
927,Spain,ESP,WESTERN EUROPE                     ,1998,15394.35146,0,40223509,39.3260685,-4.8379791
928,Spain,ESP,WESTERN EUROPE                     ,2000,14713.06571,67,40567864,39.3260685,-4.8379791
929,Spain,ESP,WESTERN EUROPE                     ,2002,17025.53198,0,41431558,39.3260685,-4.8379791
930,Spain,ESP,WESTERN EUROPE                     ,2004,24861.2828,55,42921895,39.3260685,-4.8379791
931,Spain,ESP,WESTERN EUROPE                     ,2006,28365.31349,0,44397319,39.3260685,-4.8379791
932,Spain,ESP,WESTERN EUROPE                     ,2008,35366.2596,131,45954106,39.3260685,-4.8379791
933,Spain,ESP,WESTERN EUROPE                     ,2010,30502.71971,0,46576897,39.3260685,-4.8379791
934,Spain,ESP,WESTERN EUROPE                     ,2012,28324.42934,106,46773055,39.3260685,-4.8379791
935,Spain,ESP,WESTERN EUROPE                     ,2014,29461.55033,0,46480882,39.3260685,-4.8379791
936,Spain,ESP,WESTERN EUROPE                     ,2016,26505.34322,82,46484062,39.3260685,-4.8379791
944,Estonia,EST,BALTICS                            ,1996,3376.79474,0,1415594,58.71971295,24.50754411
945,Estonia,EST,BALTICS                            ,1998,4087.503306,0,1386156,58.71971295,24.50754411
946,Estonia,EST,BALTICS                            ,2000,4075.970639,5,1396985,58.71971295,24.50754411
947,Estonia,EST,BALTICS                            ,2002,5344.877935,6,1379350,58.71971295,24.50754411
948,Estonia,EST,BALTICS                            ,2004,8912.992195,4,1362550,58.71971295,24.50754411
949,Estonia,EST,BALTICS                            ,2006,12631.56805,9,1346810,58.71971295,24.50754411
950,Estonia,EST,BALTICS                            ,2008,18227.11953,7,1337090,58.71971295,24.50754411
951,Estonia,EST,BALTICS                            ,2010,14784.38466,2,1331475,58.71971295,24.50754411
952,Estonia,EST,BALTICS                            ,2012,17534.42135,3,1322696,58.71971295,24.50754411
953,Estonia,EST,BALTICS                            ,2014,20367.10316,0,1314545,58.71971295,24.50754411
954,Estonia,EST,BALTICS                            ,2016,18437.25282,4,1315790,58.71971295,24.50754411
961,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,1992,204.0501815,5,51423591,10.2116702,38.6521203
962,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,1996,145.1669013,7,58883531,10.2116702,38.6521203
963,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2000,124.4607909,17,66224809,10.2116702,38.6521203
964,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2004,136.46625,14,74239508,10.2116702,38.6521203
965,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2006,194.6874329,0,78489205,10.2116702,38.6521203
966,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2008,326.4368228,16,82916236,10.2116702,38.6521203
967,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2010,341.5541227,0,87639962,10.2116702,38.6521203
968,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2012,467.0778718,14,92726982,10.2116702,38.6521203
969,Ethiopia,ETH,SUB-SAHARAN AFRICA                 ,2016,717.1248698,12,103603461,10.2116702,38.6521203
998,Finland,FIN,WESTERN EUROPE                     ,1960,1179.353011,35,4429634,63.2467777,25.9209164
999,Finland,FIN,WESTERN EUROPE                     ,1964,1707.503938,39,4548543,63.2467777,25.9209164
1000,Finland,FIN,WESTERN EUROPE                     ,1968,1907.077272,20,4626469,63.2467777,25.9209164
1001,Finland,FIN,WESTERN EUROPE                     ,1972,3177.645701,36,4639657,63.2467777,25.9209164
1002,Finland,FIN,WESTERN EUROPE                     ,1976,6739.690713,52,4725664,63.2467777,25.9209164
1003,Finland,FIN,WESTERN EUROPE                     ,1980,11223.93756,35,4779535,63.2467777,25.9209164
1004,Finland,FIN,WESTERN EUROPE                     ,1984,10833.86629,52,4881803,63.2467777,25.9209164
1005,Finland,FIN,WESTERN EUROPE                     ,1988,22047.79332,77,4946481,63.2467777,25.9209164
1006,Finland,FIN,WESTERN EUROPE                     ,1992,22319.05946,39,5041992,63.2467777,25.9209164
1007,Finland,FIN,WESTERN EUROPE                     ,1994,20301.33309,31,5088333,63.2467777,25.9209164
1008,Finland,FIN,WESTERN EUROPE                     ,1996,25783.45049,8,5124573,63.2467777,25.9209164
1009,Finland,FIN,WESTERN EUROPE                     ,1998,26009.26949,69,5153498,63.2467777,25.9209164
1010,Finland,FIN,WESTERN EUROPE                     ,2000,24285.46682,12,5176209,63.2467777,25.9209164
1011,Finland,FIN,WESTERN EUROPE                     ,2002,26869.6749,32,5200598,63.2467777,25.9209164
1012,Finland,FIN,WESTERN EUROPE                     ,2004,37702.84538,4,5228172,63.2467777,25.9209164
1013,Finland,FIN,WESTERN EUROPE                     ,2006,41188.0937,75,5266268,63.2467777,25.9209164
1014,Finland,FIN,WESTERN EUROPE                     ,2008,53554.03892,9,5313399,63.2467777,25.9209164
1015,Finland,FIN,WESTERN EUROPE                     ,2010,46459.97325,48,5363352,63.2467777,25.9209164
1016,Finland,FIN,WESTERN EUROPE                     ,2012,47710.79022,6,5413971,63.2467777,25.9209164
1017,Finland,FIN,WESTERN EUROPE                     ,2014,50260.29986,44,5461512,63.2467777,25.9209164
1018,Finland,FIN,WESTERN EUROPE                     ,2016,43784.28396,1,5495303,63.2467777,25.9209164
1033,France,FRA,WESTERN EUROPE                     ,1960,1334.689512,23,46621688,46.603354,1.8883335
1034,France,FRA,WESTERN EUROPE                     ,1964,1909.54162,63,49230585,46.603354,1.8883335
1035,France,FRA,WESTERN EUROPE                     ,1968,2536.085114,76,51175507,46.603354,1.8883335
1036,France,FRA,WESTERN EUROPE                     ,1972,3854.555835,35,52793151,46.603354,1.8883335
1037,France,FRA,WESTERN EUROPE                     ,1976,6866.816892,38,54220033,46.603354,1.8883335
1038,France,FRA,WESTERN EUROPE                     ,1980,12713.36517,71,55161510,46.603354,1.8883335
1039,France,FRA,WESTERN EUROPE                     ,1984,9419.696143,127,56337675,46.603354,1.8883335
1040,France,FRA,WESTERN EUROPE                     ,1988,17679.99669,61,57627106,46.603354,1.8883335
1041,France,FRA,WESTERN EUROPE                     ,1992,23813.71225,108,58851216,46.603354,1.8883335
1042,France,FRA,WESTERN EUROPE                     ,1994,23496.52015,12,59327200,46.603354,1.8883335
1043,France,FRA,WESTERN EUROPE                     ,1996,26871.83127,103,59753095,46.603354,1.8883335
1044,France,FRA,WESTERN EUROPE                     ,1998,24974.27386,20,60186284,46.603354,1.8883335
1045,France,FRA,WESTERN EUROPE                     ,2000,22364.02939,140,60912500,46.603354,1.8883335
1046,France,FRA,WESTERN EUROPE                     ,2002,24177.33556,30,61805266,46.603354,1.8883335
1047,France,FRA,WESTERN EUROPE                     ,2004,33741.26192,105,62704901,46.603354,1.8883335
1048,France,FRA,WESTERN EUROPE                     ,2006,36443.62631,23,63621376,46.603354,1.8883335
1049,France,FRA,WESTERN EUROPE                     ,2008,45334.11796,151,64374979,46.603354,1.8883335
1050,France,FRA,WESTERN EUROPE                     ,2010,40638.33525,24,65027505,46.603354,1.8883335
1051,France,FRA,WESTERN EUROPE                     ,2012,40874.70039,172,65659814,46.603354,1.8883335
1052,France,FRA,WESTERN EUROPE                     ,2014,43011.2631,30,66312067,46.603354,1.8883335
1053,France,FRA,WESTERN EUROPE                     ,2016,37037.37419,191,66724104,46.603354,1.8883335
1060,Micronesia,FSM,OCEANIA                            ,2000,2171.889577,0,107405,8.6062347,151.8327443
1061,Micronesia,FSM,OCEANIA                            ,2004,2253.113745,0,106624,8.6062347,151.8327443
